url,topN_url,topN_similarity,titlematch_url,titlematch_similarity,wayback_url
http://telephonyonline.com/residential_services/news/comcast-congestion-0123/index.html,https://www.computerworld.com/article/2534817/fcc-moves-toward-prohibiting-comcast-traffic-management.html,0.6289564527978715,https://tech.slashdot.org/story/09/01/24/1549202/comcasts-congestion-catch-22,0.5416709247510064,http://web.archive.org/web/20100105112300/http://telephonyonline.com/residential_services/news/comcast-congestion-0123/index.html
http://www.atug.com.au/general_text.cfm?section=about&id=about_atug,https://www.theaustralian.com.au/business/business-spectator/news-story/end-of-the-line-for-atug/07829a873b788133d5f89b7c789040a0,0.5421504406068123,https://accessify.com/a/atug.com.au,0.27353064004691047,http://web.archive.org/web/20091013040111/http://www.atug.com.au/general_text.cfm?section=about&id=about_atug
http://www.thebaffler.com/past/of_flying_cars/print,https://en.wikipedia.org/wiki/Information_society,0.6449477818127894,https://thebaffler.com/salvos/of-flying-cars-and-the-declining-rate-of-profit,0.999871906558885,http://web.archive.org/web/20121015072417/http://www.thebaffler.com/past/of_flying_cars/print
http://www.informationweek.com/news/personal_tech/drm/showArticle.jhtml?articleID=218501227,https://www.amazon.com/George-Lohmann-The-beau-ideal/dp/B0032Z3S6S,0.0,https://www.informationweek.com/amazon-says-it-will-stop-deleting-kindle-books/d/d-id/1081463,0.909146837013471,http://web.archive.org/web/20101226092313/http://www.informationweek.com/news/personal_tech/drm/showArticle.jhtml?articleID=218501227
http://hesketh.com/about/careers/web_designer.html,https://boards.eune.leagueoflegends.com/en/c/streams-videos-en/86EhurbT-there-was-an-error-with-your-download-click-here-to-try-again-problem,0.29555287193924173,https://heather.hesketh.com/,0.32247185049624494,http://web.archive.org/web/20090106033456/http://hesketh.com/about/careers/web_designer.html
http://www.skype.com/download_pda.html,https://www.winsite.com/skype/skype+for+pocket+pc+cab/freeware/,0.22026360003793136,https://www.fodors.com/community/europe/skype-traveling-abroad-630686/page3/,0.39937874186935796,http://web.archive.org/web/20040822055807/http://www.skype.com/download_pda.html
http://www.cdt.org/digi_tele/voip.shtml,https://cdt.org/insight/calea-background/,0.6620636504887148,http://www.cybertelecom.org/voip/fcccalea.htm,0.5793106811418425,http://web.archive.org/web/20061207045619/http://www.cdt.org/digi_tele/voip.shtml
http://finance.lycos.com/qc/news/story.aspx?story=200411150144_APO_V5198,https://www.foxnews.com/story/trial-shows-how-spammers-work,0.9983816687341175,http://www.nbcnews.com/id/6492244/ns/technology_and_science-security/t/trial-shows-how-spammers-operate/,0.995464612048811,http://web.archive.org/web/20041117143155/http://finance.lycos.com/qc/news/story.aspx?story=200411150144_APO_V5198
http://telephonyonline.com/3g4g/news/wireless-future-road-block-1008/,https://www.cnet.com/news/qualcomm-execs-wireless-spectrum-is-maxed-out/,0.681828385860586,,,http://web.archive.org/web/20091215020801/http://telephonyonline.com/3g4g/news/wireless-future-road-block-1008/
http://annatopia.com/home.html,https://www.theeminemblog.com/2004/11/02/john-kerry-likes-mosh/,0.5285488339006741,http://www.oldmusic.com/airamericaradio/,0.28769115336430034,http://web.archive.org/web/20041102055204/http://annatopia.com/home.html
http://ptech.wsj.com/archive/report-200408.html,https://macinfo.us/get-rid-macbook-viruses-spyware-adware,0.58504264935967,https://themusicdope.blogspot.com/2005_08_01_archive.html,0.46708082763919856,http://web.archive.org/web/20070223010319/http://ptech.wsj.com/archive/report-200408.html
http://zdnet.com.com/2100-1105-5236233.html,https://www.pcworld.com/article/116547/article.html,0.6482172425619808,https://www.cnet.com/news/feds-voip-a-potential-haven-for-terrorists/,0.9924764852217705,http://web.archive.org/web/20040626101147/http://zdnet.com.com/2100-1105-5236233.html
http://news.com.com/Attack+of+Comcast%27s+Internet+zombies/2010-1034_3-5218178.html?part=rss&tag=feed&subj=news,https://www.zdnet.com/article/the-biggest-spammer-on-the-net-comcast/,0.9708171515368543,https://www.cnet.com/news/attack-of-comcasts-internet-zombies/,0.9873826217705077,http://web.archive.org/web/20040612081045/http://news.com.com/Attack+of+Comcast%27s+Internet+zombies/2010-1034_3-5218178.html?part=rss&tag=feed&subj=news
http://www.technorati.com/tag/MainStreamMedia,https://en.wikipedia.org/wiki/Tagged,0.24865356903962413,,,http://web.archive.org/web/20060216084004/http://www.technorati.com/tag/MainStreamMedia
http://biz.yahoo.com/ap/040630/intercepted_e_mail_4.html,https://www.foxnews.com/story/court-ok-to-read-customers-e-mails,0.9894680901059916,https://www.crn.com/news/security/22103331/interception-of-e-mail-raises-questions.htm,0.9281248726947979,http://web.archive.org/web/20040703143101/http://biz.yahoo.com/ap/040630/intercepted_e_mail_4.html
http://www.nbc4.com/news/3611999/detail.html,https://www.cheapflights.com/flights-to-boston/reagan-national/,0.31745853058521695,,,http://web.archive.org/web/20071102115424/http://www.nbc4.com/news/3611999/detail.html
http://www.consumersunion.org/finance/ckclear1002.htm,https://www.snopes.com/fact-check/check-21/,0.8914521610265508,https://www.naavi.org/cl_editorial_04/truncation/How%20New%20Electronic%20Check%20Law%20Affects%20Consumers2.htm,0.9998903588859323,http://web.archive.org/web/20120324104156/http://www.consumersunion.org/finance/ckclear1002.htm
http://www.newyorker.com/fact/content/?040802fa_fact,https://en.wikipedia.org/wiki/2004_Madrid_train_bombings,0.8185649182900558,http://latent-prints.com/The%20New%20Yorker%20Fact.htm,0.6864276440683239,http://web.archive.org/web/20050120091517/http://www.newyorker.com/fact/content/?040802fa_fact
http://www.iht.com/articles/524502.html,https://www.counterpunch.org/2018/05/08/a-brief-history-of-american-torture/,0.5713686935991068,,,http://web.archive.org/web/20040812140752/http://www.iht.com/articles/524502.html
http://news.com.com/2100-7352-5184603.html?tag=nefd_hed,https://www.cnet.com/news/feds-tell-states-voip-is-ours/,0.9949978029196882,https://www.cnet.com/news/feds-tell-states-voip-is-ours/,0.9949978029196882,http://web.archive.org/web/20041129033610/http://news.com.com/2100-7352-5184603.html?tag=nefd_hed
