url,wayback_url,similarity,timestamp
https://www.theatlantic.com/national/archive/2018/08/the-lessons-of-the-seattle-plane-crash/567359/,http://web.archive.org/web/20180813113659/https://www.theatlantic.com/national/archive/2018/08/the-lessons-of-the-seattle-plane-crash/567359/,0.9991863131807637,20180813030607
http://news.com.com/Attack+of+Comcast%27s+Internet+zombies/2010-1034_3-5218178.html?part=rss&tag=feed&subj=news,http://web.archive.org/web/20040803113729/http://news.com.com:80/Attack+of+Comcast%27s+Internet+zombies/2010-1034_3-5218178.html?part=rss&tag=feed&subj=news,0.3758444506203435,20040612081045
http://www.fiercewireless.com/tech/story/google-seeks-proposals-internet-things-research-expedition/2014-12-14,http://web.archive.org/web/20150608064702/http://www.fiercewireless.com/tech/story/google-seeks-proposals-internet-things-research-expedition/2014-12-14,0.9733739591837977,20150608064702
http://www.nytimes.com/2004/09/02/politics/campaign/02protest.html,http://web.archive.org/web/20150528014741/http://www.nytimes.com/2004/09/02/politics/campaign/02protest.html,0.9480046468115759,20140721134003
http://www.darkreading.com/shared/printableArticle.jhtml?articleID=217801293,http://web.archive.org/web/20090625085112/http://www.darkreading.com:80/shared/printableArticle.jhtml?articleID=217801293,0.0,20090625085112
http://www.dailykos.com/story/2004/10/21/225410/61,http://web.archive.org/web/20081119225702/http://www.dailykos.com/story/2004/10/21/225410/61,0.896473165058355,20081119225702
http://www.igive.com/,http://web.archive.org/web/20080828083249/http://igive.com/,0.375122407503119,20080828083249
http://www.theregister.co.uk/2008/10/15/neutrality_in_europe_analysis/print.html,http://web.archive.org/web/20121106232025/http://www.theregister.co.uk/2008/10/15/neutrality_in_europe_analysis/print.html,1.0000000000000007,20120205172039
"http://www.courant.com/about/hc-privacy,0,5196586.htmlstory","http://web.archive.org/web/20140904192609/http://www.courant.com/about/hc-privacy,0,5196586.htmlstory",0.979088163757467,20140904192609
http://www.schaerer.com/content-n51-sE.html,http://web.archive.org/web/20131029232838/http://www.schaerer.com/content-n51-sE.html,0.46656501731499334,20080926081944
http://www.effi.org/blog/2009-04-09-EVoting-Supreme-Admin-Court.html,http://web.archive.org/web/20160605202416/https://effi.org/blog/2009-04-09-EVoting-Supreme-Admin-Court.html,0.9999999999999992,20160605202416
http://www.google.com/gmail/help/privacy.html,http://web.archive.org/web/20051113215657/http://www.google.com/gmail/help/privacy.html,0.8639446320254268,20050220033847
https://firstlook.org/theintercept/2014/09/28/u-s-officials-invented-terror-group-justify-bombing-syria/,http://web.archive.org/web/20150812182520/https://firstlook.org/theintercept/2014/09/28/u-s-officials-invented-terror-group-justify-bombing-syria/,0.9983444551178793,20150328010829
http://arstechnica.com/security/2013/09/stop-using-nsa-influence-code-in-our-product-rsa-tells-customers/,http://web.archive.org/web/20170607180532/https://arstechnica.com/security/2013/09/stop-using-nsa-influence-code-in-our-product-rsa-tells-customers/,0.9978849038815137,20160523150644
http://maccentral.macworld.com/news/2004/06/02/toshiba/index.php,http://web.archive.org/web/20040603123954/http://maccentral.macworld.com:80/news/2004/06/02/toshiba/index.php,0.9954913975540568,20040603123954
https://electology.org/approval-voting,http://web.archive.org/web/20181210213752/https://www.electology.org/approval-voting,0.9924931752870375,20181210213752
http://annatopia.com/home.html,http://web.archive.org/web/20140817103228/http://annatopia.com:80/home.html,0.5415687522568576,20041102055204
http://www.itworld.com/cloud-computing/429166/why-many-programmers-don-t-bother-joining-acm,http://web.archive.org/web/20140804025036/http://www.itworld.com:80/cloud-computing/429166/why-many-programmers-don-t-bother-joining-acm,0.9908828169631511,20140802182509
http://www.reed.com/blog-dpr/?p=132,http://web.archive.org/web/20180224234603/http://www.reed.com:80/blog-dpr/?p=132,0.32220209349169204,20180224234603
